surnames,frequency_first,frequency_second,frequency_both
QUIALA,27,37,..
VALLICROSA,27,37,..
BARRELA,27,36,..
BAYOS,27,36,..
BEIRA,27,36,..
CASCARRON,27,36,..
DE VERGARA,27,36,..
ESCANDIL,27,36,..
HIDROVO,27,36,..
HUZON,27,36,..
JASSE,27,36,..
MADRID SALVADOR,27,36,..
PINTIEL,27,36,..
PUNSI,27,36,..
SEIGIDO,27,36,..
SIBELLO,27,36,..
YRIZAR,27,36,..
BESADIO,27,35,..
CANDELERO,27,35,..
GAUSA,27,35,..
GOMEZ CADIÑANOS,27,35,..
INIGUEZ,27,35,..
JANDRA,27,35,..
LESAKA,27,35,..
LOPEZ VARELA,27,35,..
OMAGOGEASCOA,27,35,..
SEIJAL,27,35,..
SUESKUN,27,35,..
TERZADO,27,35,..
TORRALBAS,27,35,..
VERDERAS,27,35,..
AGIRREBEITIA,27,34,..
ALAR,27,34,..
ALZUARTE,27,34,..
AÑARES,27,34,..
BENVENUTY,27,34,..
CADENILLAS,27,34,..
DE FERRER,27,34,..
DELMAR,27,34,..
GARACHENA,27,34,..
GARCIA TRIVIÑO,27,34,..
LOAN,27,34,..
MACHINA,27,34,..
OBEDE,27,34,..
REDORAT,27,34,..
SALDAÑO,27,34,..
SOSVILLA,27,34,..
CASTELLANAS,27,33,..
CAVO,27,33,..
DE LA FAYA,27,33,..
DEACAL,27,33,..
DROGUET,27,33,..
ENS,27,33,..
ESCAMENDI,27,33,..
FERNANDEZ FREIRE,27,33,..
GARCIA MONZON,27,33,..
GODINES,27,33,..
HUILLCA,27,33,..
OROBIA,27,33,..
RAURET,27,33,..
SOCIES,27,33,..
ALAVE,27,32,..
BASETA,27,32,..
BUSSIAN,27,32,..
CASAMAJOR,27,32,..
CHALUD,27,32,..
CORGOS,27,32,..
ERECACHO,27,32,..
ESCAGUES,27,32,..
GONZALEZ PALENZUELA,27,32,..
GORRERA,27,32,..
GRIÑENA,27,32,..
MUNTS,27,32,..
POSO,27,32,..
YLLA CATALA,27,32,..
ADINA,27,31,..
ALCONCHER,27,31,..
ANGLORA,27,31,..
BOQUERAS,27,31,..
CABAÑUZ,27,31,..
CASAIZ,27,31,..
CAUBERA,27,31,..
DE PARAMO,27,31,..
EMBORUJO,27,31,..
GOMEZ ALFEREZ,27,31,..
HERRADAS,27,31,..
INDIO,27,31,..
LAHESA,27,31,..
LOPEZ TORRECILLA,27,31,..
LOPIZ,27,31,..
MOLMENEU,27,31,..
MORTALENA,27,31,..
NOSSA,27,31,..
POUSADELA,27,31,..
RUIZ DE MENDAROZQUETA,27,31,..
SANQUIRCE,27,31,..
UBASOS,27,31,..
YCAZA,27,31,..
ALMESTRE,27,30,..
ALVIAREZ,27,30,..
ANZALDO,27,30,..
ARESTIÑO,27,30,..
BRENGARET,27,30,..
CALMO,27,30,..
DE APRAIZ,27,30,..
DE CIURANA,27,30,..
GARCIA CARRASCO,27,30,..
LAYRON,27,30,..
PALLAROLA,27,30,..
PIRA,27,30,..
ROSALIA,27,30,..
SALISA,27,30,..
SIGES,27,30,..
TOLIVAR,27,30,..
TORN,27,30,..
VIZCOR,27,30,..
AIGUES,27,29,..
CATROFE,27,29,..
CHAURRI,27,29,..
COREAS,27,29,..
DE DOMINGO JUAN,27,29,..
DE POO,27,29,..
ELBOJ,27,29,..
FARROMEQUE,27,29,..
GARCIA DE CELIS,27,29,..
GOMEZ OLMEDO,27,29,..
LORA VILLAR,27,29,..
MATEEV,27,29,..
NATE,27,29,..
ORANIAS,27,29,..
ORICHETA,27,29,..
PARADANTA,27,29,..
RECOBENIS,27,29,..
RUIZ DE ALARCON,27,29,..
SALAÑER,27,29,..
SANZ DE BREMOND,27,29,..
VILLEL,27,29,..
YANANGOMEZ,27,29,..
ACHE,27,28,..
BASAGOITIA,27,28,..
BAUDOR,27,28,..
BELCHIOR,27,28,..
BEULAS,27,28,..
BURGUEROS,27,28,..
CABLANQUE,27,28,..
CARBALLERA,27,28,..
DE ASSAS,27,28,..
GONDIN,27,28,..
HUARANCA,27,28,..
IVANOVICH,27,28,..
JAUSON,27,28,..
MUNIOSGUREN,27,28,..
RIDAMEYA,27,28,..
ALDARABI,27,27,..
AMANTES,27,27,..
CESTAO,27,27,..
CHAUSSON,27,27,..
CONDARCO,27,27,..
DE CIA,27,27,..
ESTRAVIS,27,27,..
FELIZARDO,27,27,..
FERNANDEZ TREJO,27,27,..
GUARTAN,27,27,..
LADEHESA,27,27,..
MERICAECHEVARRIA,27,27,..
MITMA,27,27,..
QUIZHPILEMA,27,27,..
SASIAMBARRENA,27,27,..
SOREY,27,27,..
TAPAY,27,27,..
TRUEBAS,27,27,..
ALGOTA,27,26,..
ALMAYOR,27,26,..
ALTAFAJA,27,26,..
ARAGU,27,26,..
CUSTEY,27,26,..
DE ALAIZ,27,26,..
DIAZ CORRALEJO,27,26,..
FALLANZA,27,26,..
FISTEOS,27,26,..
FRIEDMANN,27,26,..
GARCIA HINOJOSA,27,26,..
GONZALEZ IRUN,27,26,..
IZKOA,27,26,..
JARAY,27,26,..
LOPEZ SAEZ,27,26,..
LUNATE,27,26,..
MASFARRE,27,26,..
POZO DE ALARCON,27,26,..
RUIZ DE LA SIERRA,27,26,..
SAIT,27,26,..
ACELDEGUI,27,25,..
BANCORA,27,25,..
BASSEGODA,27,25,..
BORDEHORE,27,25,..
CARLES TOLRA,27,25,..
CHANDI,27,25,..
DIEZ DE REVENGA,27,25,..
GARCIA MILA,27,25,..
GONZALEZ IGLESIAS,27,25,..
GROMADA,27,25,..
GUIRVAL,27,25,..
IRIEPA,27,25,..
MAGRA,27,25,..
MARASSI,27,25,..
PEILLET,27,25,..
PUNTADA,27,25,..
SANITJAS,27,25,..
URPINAS,27,25,..
VENERONI,27,25,..
VILATARSANA,27,25,..
YANCHAPAXI,27,25,..
ALVAREZ VALDES,27,24,..
ARNORIAGA,27,24,..
BALLINOTE,27,24,..
BARBA ROMERO,27,24,..
BEN LARBI,27,24,..
COLVEE,27,24,..
DE LA TRABA,27,24,..
DEO,27,24,..
ELLAURI,27,24,..
GUINDEO,27,24,..
JARAUTE,27,24,..
LIMARQUEZ,27,24,..
MARTIN DEL RIO,27,24,..
MAYUGO,27,24,..
MENZINGER,27,24,..
MEYLAN,27,24,..
RUIZ CONSTANTINO,27,24,..
SIMON TALERO,27,24,..
TARDOS,27,24,..
TERRAES,27,24,..
UZKIANO,27,24,..
CHIPANTASIG,27,23,5
BAJATIERRA,27,23,..
BANLLES,27,23,..
BENALAQUE,27,23,..
BIEITO,27,23,..
CALHEIROS,27,23,..
CHAFLOQUE,27,23,..
CHOLLET,27,23,..
COITIÑO,27,23,..
DE LA FERNANDEZ,27,23,..
DEL BOT,27,23,..
DIEBRA,27,23,..
ESTEPAN,27,23,..
GARCIA DE QUEVEDO,27,23,..
GASTAÑAZATORRE,27,23,..
GOLDMAN,27,23,..
GUADAYOL,27,23,..
GUEIMUNDE,27,23,..
HEVIA AZA,27,23,..
LACREU,27,23,..
LLANTA,27,23,..
MARXUACH,27,23,..
MEOZ,27,23,..
MURTO,27,23,..
ONDOVILLA,27,23,..
OUAFA,27,23,..
PECKER,27,23,..
PERTIKA,27,23,..
RANIS,27,23,..
RESENDIZ,27,23,..
SALIRROSAS,27,23,..
SANCHEZ DEL ALAMO,27,23,..
SAVOIE,27,23,..
SEYLLER,27,23,..
SPECHT,27,23,..
TOPALOVA,27,23,..
ARMUNIA,27,22,..
BOTAM,27,22,..
CAICEO,27,22,..
CALDERARI,27,22,..
CHACAGUASAY,27,22,..
CHAVAUD,27,22,..
COCK,27,22,..
GHEZZI,27,22,..
GOMEZ GALARZA,27,22,..
GUILAÑA,27,22,..
LEJARZABURU,27,22,..
LOPEZ DE ARANA,27,22,..
MARTINEZ CUE,27,22,..
MUEZ,27,22,..
ONCALADA,27,22,..
PANEV,27,22,..
QUADRADA,27,22,..
RODRIGUEZ DE MOLINA,27,22,..
RUSANOV,27,22,..
SAN RAIMUNDO,27,22,..
SANSOLI,27,22,..
SANTOS SUAREZ,27,22,..
SERRAVINYALS,27,22,..
TILLER,27,22,..
TUQUERREZ,27,22,..
URRERO,27,22,..
ZOPPETTI,27,22,..
BERI,27,21,..
BRUGUET,27,21,..
BURJONS,27,21,..
ESPEJITO,27,21,..
FELTES,27,21,..
FERNANDEZ MONGE,27,21,..
GARCIA CIAÑO,27,21,..
GARCIA DE ZUÑIGA,27,21,..
GILLY,27,21,..
LLUY,27,21,..
LURASCHI,27,21,..
MARTIN LUCIA,27,21,..
MORANTIN,27,21,..
MUÑOZGUREN,27,21,..
NENKOVA,27,21,..
PAETOW,27,21,..
PATERNOY,27,21,..
PEREZ DE PALOMAR,27,21,..
PETRERENA,27,21,..
RIBAYA,27,21,..
ROGIDO,27,21,..
ROILOA,27,21,..
SAN EUGENIO,27,21,..
SANCHEZ MONTES,27,21,..
SCHEROF,27,21,..
SUYAT,27,21,..
TURIELLA,27,21,..
WENGER,27,21,..
BAJET,27,20,..
BARANA,27,20,..
BARGONDIA,27,20,..
BERNINI,27,20,..
CHILALI,27,20,..
COJEDOR,27,20,..
COSQUILLO,27,20,..
DE ARNAIZ,27,20,..
DIAZ MARIBLANCA,27,20,..
ELLAKURIA,27,20,..
ENTIZNE,27,20,..
EURRUTIA,27,20,..
FERNANDEZ SANCHO,27,20,..
FRONCEDA,27,20,..
GARAIBURU,27,20,..
GARCIA PEREZ,27,20,..
GEMBERO,27,20,..
HICAR,27,20,..
LASHAYAS,27,20,..
LLATGE,27,20,..
MATITOS,27,20,..
MUROLAS,27,20,..
PEQUENIN,27,20,..
PEÑAFORT,27,20,..
PULITO,27,20,..
RAIMI,27,20,..
REBEL,27,20,..
VALEZ,27,20,..
VERETERRA,27,20,..
AGOSTI,27,19,..
ARMOLEA,27,19,..
ARROITAJAUREGI,27,19,..
BARLEYCORN,27,19,..
BOLOIS,27,19,..
BRESCIANI,27,19,..
BUENAHORA,27,19,..
CLARENS,27,19,..
DE CARRERAS,27,19,..
DIAZ MERRY,27,19,..
DUMALL,27,19,..
EL FEZZAZI,27,19,..
ESPECHE,27,19,..
FERRITE,27,19,..
GANCHALA,27,19,..
GARALLAR,27,19,..
GARCIA BRIOLES,27,19,..
GOMEZ DE ORGAZ,27,19,..
GOMEZ SALAS,27,19,..
INFANTAS,27,19,..
IPA,27,19,..
IPAR,27,19,..
JIMBER,27,19,..
LARIVE,27,19,..
LICHE,27,19,..
LORIS,27,19,..
LORTES,27,19,..
MANGUIA,27,19,..
MARTIN ALMONACID,27,19,..
MARTINEZ DE LA PLAZA,27,19,..
MIGNONE,27,19,..
MINGER,27,19,..
MURO DE ZARO,27,19,..
PERIANE,27,19,..
PIAGET,27,19,..
PUIGMOLE,27,19,..
REQUIS,27,19,..
RODRIGUEZ AVIAL,27,19,..
ROIGER,27,19,..
SALOMAO,27,19,..
SOQUES,27,19,..
TABEIRA,27,19,..
VELEZ DEL BURGO,27,19,..
WALTEROS,27,19,..
ZOLA,27,19,..
AMROUNE,27,18,..
ANARIBA,27,18,..
AUVIAÑO,27,18,..
AYI,27,18,..
BARCHILON,27,18,..
BASUALTO,27,18,..
BERTHET,27,18,..
BORIBA,27,18,..
BOULAHCEN,27,18,..
CACHIPUENDO,27,18,..
CARIELLO,27,18,..
CHEMA,27,18,..
CUEZ,27,18,..
CUJILAN,27,18,..
DAO,27,18,..
DE AMILIBIA,27,18,..
DEMELO,27,18,..
FERIGRA,27,18,..
GALOTTO,27,18,..
GARCIA DE LA INFANTA,27,18,..
GARCIA MARCOS,27,18,..
GOIKOA,27,18,..
IZCOA,27,18,..
JUVERO,27,18,..
KARBA,27,18,..
LASSERRE,27,18,..
LAZUR,27,18,..
LLIGUICOTA,27,18,..
LOPEZ DE CARRION,27,18,..
MANGO,27,18,..
MECHEBA,27,18,..
MENDIOLAGARAI,27,18,..
MUGABURU,27,18,..
ORTIZ DE LANZAGORTA,27,18,..
PALAT,27,18,..
PANCHAME,27,18,..
PEQUENIS,27,18,..
RIO VALLE,27,18,..
ROSITO,27,18,..
VALL LLAURA,27,18,..
VILLACROSA,27,18,..
ZUYA,27,18,..
AGUILETA,27,17,..
ALBE,27,17,..
ALFAMA,27,17,..
AMABLE,27,17,..
ANEJO,27,17,..
ANGOLOTI,27,17,..
AUTO,27,17,..
BEGUIN,27,17,..
BELAHSEN,27,17,..
BIRIBAY,27,17,..
CARVACHO,27,17,..
DE BOCK,27,17,..
FASERO,27,17,..
FENELLOS,27,17,..
FITTIPALDI,27,17,..
GARAETA,27,17,..
IDRISI,27,17,..
ISABELLA,27,17,..
MALMBERG,27,17,..
MARTIN ROMERO,27,17,..
MOHAMED LAMINE,27,17,..
MORCELLE,27,17,..
NORONHA,27,17,..
OBALAT,27,17,..
PARETO,27,17,..
PEREZ DE ARANSOLO,27,17,..
PEREZ DE LA FUENTE,27,17,..
RHARBI,27,17,..
RODRIGUEZ PRAT,27,17,..
ROSINOS,27,17,..
SAHOGAR,27,17,..
SANCHEZ MARCO,27,17,..
UCAÑAN,27,17,..
BAZCO,27,16,..
BENISSA,27,16,..
BOCARANDO,27,16,..
CASALINI,27,16,..
CEBALLOS ESCALERA,27,16,..
CHANTA,27,16,..
DEL COTILLO,27,16,..
DIAZ DE ZERIO,27,16,..
DUBLAS,27,16,..
EL BHIRI,27,16,..
FERNANDEZ SILGADO,27,16,..
HSIEH,27,16,..
LAREKI,27,16,..
LIPA,27,16,..
LOPEZ ECHAZARRETA,27,16,..
ORMART,27,16,..
ORTENSI,27,16,..
PATE,27,16,..
PELEA,27,16,..
PETROCHE,27,16,..
SAN FABIAN,27,16,..
SANCHEZ VILLANUEVA,27,16,..
SORRON,27,16,..
SUCA,27,16,..
TORNABELL,27,16,..
TORNERA,27,16,..
UNGE,27,16,..
VALL LLOSADA,27,16,..
ZIARRUSTA,27,16,..
YESSEF,27,15,5
ALAMBIAGA,27,15,..
AUCATOMA,27,15,..
AYMARA,27,15,..
BATTO,27,15,..
BELLINA,27,15,..
BENANI,27,15,..
BIERN,27,15,..
BONNEAU,27,15,..
DE USSIA,27,15,..
EL MOUSSAQUI,27,15,..
GALAJARES,27,15,..
GARNIKA,27,15,..
GARRANZO,27,15,..
GERMIL,27,15,..
GONZALEZ DE AUDIKANA,27,15,..
GUISAMONDE,27,15,..
HARRACHI,27,15,..
HENNINGSEN,27,15,..
HUITZI,27,15,..
JUBON,27,15,..
KARKOUR,27,15,..
KEWALRAMANI,27,15,..
LACHMANDAS,27,15,..
LAVAT,27,15,..
LOPEZ GRADO,27,15,..
MARINCOVICH,27,15,..
MARINS,27,15,..
MARTIN DE SAAVEDRA,27,15,..
MARTINEZ DE CARVAJAL,27,15,..
MAZZUCCO,27,15,..
OLARZA,27,15,..
OULD BRAHIM,27,15,..
PARRABERA,27,15,..
PEROLIO,27,15,..
PEYCHEV,27,15,..
POCULL,27,15,..
SANCIÑENA,27,15,..
SANKHARE,27,15,..
SOM,27,15,..
STAUB,27,15,..
SULAIMAN,27,15,..
TONIJUAN,27,15,..
VALLEE,27,15,..
VARDERI,27,15,..
VIVERN,27,15,..
AMICO,27,14,..
BIRLAN,27,14,..
BOTANES,27,14,..
BRICAT,27,14,..
CASMARTIÑO,27,14,..
CASTELO BRANCO,27,14,..
CERRUTI,27,14,..
CHATYANI,27,14,..
DE OTEO,27,14,..
DEL TRIUNFO,27,14,..
EL BAKKACH,27,14,..
EL HARROUN,27,14,..
EMERGUI,27,14,..
ERGUI,27,14,..
ESPINOSA DE MONTEROS,27,14,..
GAGÑAY,27,14,..
JAMANCA,27,14,..
JAME,27,14,..
JIMENEZ HERRERA,27,14,..
KASABOV,27,14,..
LATAILLADE,27,14,..
LUCHETTI,27,14,..
MARTINEZ DE SALAS,27,14,..
MATTAR,27,14,..
MERCAU,27,14,..
PICCININI,27,14,..
PINOSA,27,14,..
RIFER,27,14,..
RUIZ DE BALUGERA,27,14,..
SABEÑA,27,14,..
SASSE,27,14,..
SCAGLIA,27,14,..
SOLSOL,27,14,..
STUMPF,27,14,..
VO,27,14,..
BASTANDE,27,13,..
BENNAJI,27,13,..
CAMERA,27,13,..
DE PEROY,27,13,..
DOVIGO,27,13,..
ESCARRIA,27,13,..
FERNANDEZ CAMPA,27,13,..
FONTIVERIO,27,13,..
GARCIA GALBIS,27,13,..
HAWACH,27,13,..
KLIMT,27,13,..
LABORET,27,13,..
LOBEL,27,13,..
LOPEZ PUERTAS,27,13,..
MARTINEZ ORTIZ,27,13,..
PHILIPPOT,27,13,..
QUICAÑO,27,13,..
RIMOLDI,27,13,..
SAES,27,13,..
SANCHEZ QUINTANAR,27,13,..
SCHVARTZMAN,27,13,..
SOFIA,27,13,..
TARAWALLY,27,13,..
URBANI,27,13,..
WITTIG,27,13,..
YANKE,27,13,..
AAZIBOU,27,12,..
ABOUHAFS,27,12,..
ADDAL,27,12,..
ALDEMIRA,27,12,..
BESSONE,27,12,..
BONATTI,27,12,..
CAMEIRAO,27,12,..
CAPELLO,27,12,..
CHALI,27,12,..
DE CARLO,27,12,..
DEL CHICCA,27,12,..
DUFAU,27,12,..
EGIARTE,27,12,..
EISENBERG,27,12,..
ESPAÑA HEREDIA,27,12,..
FERNANDEZ DE ORTEGA,27,12,..
FRISCH,27,12,..
GAD,27,12,..
GARCIA SIÑERIZ,27,12,..
GOMEZ JUAREZ,27,12,..
HEDIOUED,27,12,..
HUATAY,27,12,..
IGARATEGUI,27,12,..
IGERATEGI,27,12,..
JAICO,27,12,..
JRIRI,27,12,..
JUANE,27,12,..
LABAEN,27,12,..
LAFFONT,27,12,..
LESAGE,27,12,..
MOH LAMIN,27,12,..
NAHARI,27,12,..
OUYACHOU,27,12,..
RIBASES,27,12,..
ROMPAO,27,12,..
SANCHEZ DE ENCISO,27,12,..
STROM,27,12,..
TARHOUCHI,27,12,..
WAHNICH,27,12,..
ZENJLI,27,11,5
AGHMIRI,27,11,..
AGUILA COLLANTES,27,11,..
ARANYO,27,11,..
BAAZAOUI,27,11,..
CAJINA,27,11,..
CAPRACCI,27,11,..
CHANQUE,27,11,..
CHARROUT,27,11,..
CHENTOUFI,27,11,..
DAHMAZI,27,11,..
DALMASSO,27,11,..
EL BETIOUI,27,11,..
FAIQ,27,11,..
FALON,27,11,..
GARCIA DE ENTERRIA,27,11,..
GESTINO,27,11,..
GHAMMAT,27,11,..
INJAI,27,11,..
KHETTAB,27,11,..
LOHOBA,27,11,..
LUKIN,27,11,..
MAJEN,27,11,..
MARTIN LOMEÑA,27,11,..
MENNANI,27,11,..
MOKRANE,27,11,..
PAIRES,27,11,..
PEREZ LOZAO,27,11,..
PUIGDELLOSES,27,11,..
SCHIAVO,27,11,..
SEEGER,27,11,..
SUAN,27,11,..
TAULERIA,27,11,..
TEALDI,27,11,..
UTON,27,11,..
VALOURA,27,11,..
VAN DER PLOEG,27,11,..
VICENTINI,27,11,..
VILADELBOSCH,27,11,..
ALDOMAN,27,10,..
ALUZ,27,10,..
AMOZA,27,10,..
ATALAO,27,10,..
BERCHTOLD,27,10,..
BERTHELOT,27,10,..
BEZZAZI,27,10,..
CASSINELLI,27,10,..
CERRI,27,10,..
DONNINI,27,10,..
DRIEF,27,10,..
EL BAOUTI,27,10,..
EL GHOUTI,27,10,..
FIHRI,27,10,..
GERMANN,27,10,..
GUBER,27,10,..
KAOUACHI,27,10,..
KIEFFER,27,10,..
KRABCHOU,27,10,..
LAMZOURI,27,10,..
LOPEZ DE HONTANAR,27,10,..
LUNDIN,27,10,..
MAKEEVA,27,10,..
MAKOLI,27,10,..
MANDIL,27,10,..
OLASZ,27,10,..
PORDOY,27,10,..
POTENZA,27,10,..
SAN MARCIAL,27,10,..
SCHAFFNER,27,10,..
SELMANE,27,10,..
SIGNO,27,10,..
WAUGH,27,10,..
TANGIKORA,27,9,6
AGNEW,27,9,..
ATADELL,27,9,..
BABBA,27,9,..
BANORA,27,9,..
BERNER,27,9,..
BONETTO,27,9,..
BOULAHDAF,27,9,..
BOUSHAJ,27,9,..
CELLALBO,27,9,..
CERVANTES PINELO,27,9,..
CHADILI,27,9,..
CHERUBINI,27,9,..
DARQUISTADE,27,9,..
DELUCA,27,9,..
DOUGUI,27,9,..
EL BIARI,27,9,..
EL BOUJI,27,9,..
HEISE,27,9,..
INCERTI,27,9,..
LUKINA,27,9,..
MARTINEZ CANALES,27,9,..
MARTINEZ SAGARRA,27,9,..
MCHALLA,27,9,..
MICHAELIS,27,9,..
MOISIN,27,9,..
MOULAYE,27,9,..
NOORI,27,9,..
RUIZ DE LIRA,27,9,..
SORTINO,27,9,..
TAHAJIT,27,9,..
TULIAN,27,9,..
UL,27,9,..
WEYLER,27,9,..
ZANELLO,27,9,..
ZILLI,27,9,..
ZOUHDI,27,9,..
ZYGMUNT,27,9,..
AGOSTINO,27,8,..
AKCHICHOU,27,8,..
BALGHOU,27,8,..
BERTERO,27,8,..
BRUJO,27,8,..
CHAHROUD,27,8,..
DAHLBERG,27,8,..
DE MOLLINEDO,27,8,..
EDDARKAOUI,27,8,..
EL ASLI,27,8,..
EL MOUNTASSIR,27,8,..
ENGELBRECHT,27,8,..
ERHAHON,27,8,..
ES SAFI,27,8,..
FABRAT,27,8,..
FERNANDEZ PRADA,27,8,..
FREDRIKSSON,27,8,..
GRUGUES,27,8,..
HAMAN,27,8,..
HANNI,27,8,..
HELLMAN,27,8,..
HOHL,27,8,..
KANAAN,27,8,..
LASSOULI,27,8,..
LEHTONEN,27,8,..
MANNO,27,8,..
MARGIOTTA,27,8,..
MCNEIL,27,8,..
MIKAELYAN,27,8,..
MOUADINE,27,8,..
MOUHTADI,27,8,..
OVENSERI,27,8,..
PAGLIA,27,8,..
PIGNATARO,27,8,..
PLATONOVA,27,8,..
RABBAH,27,8,..
SAENGER,27,8,..
SAMIRI,27,8,..
SANCHEZ MERINO,27,8,..
SFORZA,27,8,..
SIHAM,27,8,..
TENOURY,27,8,..
TOABANDA,27,8,..
TORRISI,27,8,..
TRAPP,27,8,..
VIGNA,27,8,..
YZUEL,27,8,..
AMMOR,27,7,..
ANTONIJOAN,27,7,..
BALHAJ,27,7,..
BEN EL HADI,27,7,..
BENKHOUYA,27,7,..
BERHILI,27,7,..
BOUCHALGA,27,7,..
CHABERT,27,7,..
CHAIBOUB,27,7,..
COC,27,7,..
DOLLE,27,7,..
EASTMAN,27,7,..
EL HARRAJ,27,7,..
EL MOUTAWAKIL,27,7,..
ERRAHAOUI,27,7,..
ERWIN,27,7,..
FENNICH,27,7,..
GIARDINO,27,7,..
GINARTES,27,7,..
HAKANSSON,27,7,..
HARIMI,27,7,..
HIRD,27,7,..
HYNES,27,7,..
IBOURK,27,7,..
IMAALITAN,27,7,..
IMAM,27,7,..
IRAM,27,7,..
KADRAOUI,27,7,..
KALETA,27,7,..
KHALLOUQ,27,7,..
KHTIB,27,7,..
KULIKOV,27,7,..
MAATOUGUI,27,7,..
MALIKOVA,27,7,..
MANGAN,27,7,..
MANOUF,27,7,..
MICHELSEN,27,7,..
MONTANI,27,7,..
MOUHA,27,7,..
NAGLE,27,7,..
NOUH,27,7,..
NOVOTNA,27,7,..
OULED SI HAMMOU,27,7,..
PANDOLFI,27,7,..
PANNO,27,7,..
PANTELIMON,27,7,..
PAVLIK,27,7,..
PUIG SAMPER,27,7,..
RIOU,27,7,..
RONCONI,27,7,..
SALIK,27,7,..
SHESTAKOVA,27,7,..
SHEVTSOVA,27,7,..
TURLEY,27,7,..
VAL CARRERES,27,7,..
VAN GELDER,27,7,..
WEGRZYN,27,7,..
WHITMORE,27,7,..
ZAMMOU,27,7,..
LAGRIBA,27,6,5
AHONEN,27,6,..
AL HAMMOUTI,27,6,..
ARDANZA TREVIJANO,27,6,..
ARGUIGUE,27,6,..
AZDIMOUSA,27,6,..
BAGGIO,27,6,..
BENENATI,27,6,..
BOUCHAIT,27,6,..
BRUGGEMANN,27,6,..
BUTERA,27,6,..
CHUKWUEMEKA,27,6,..
CORALLO,27,6,..
D'ORAZIO,27,6,..
DAZDAZ,27,6,..
DRAISSI,27,6,..
EISELE,27,6,..
EL ARAJ,27,6,..
EL BEYED,27,6,..
ERHUNMWUNSE,27,6,..
FAJRI,27,6,..
GEMMELL,27,6,..
GROEN,27,6,..
GUYON,27,6,..
HEIKKILA,27,6,..
IEZZI,27,6,..
ILOLO,27,6,..
JAKOBSSON,27,6,..
JELJAL,27,6,..
KACHA,27,6,..
KADARI,27,6,..
KALLA,27,6,..
KANGA,27,6,..
KRISTOF,27,6,..
LAPPALAINEN,27,6,..
LIGA,27,6,..
LO RE,27,6,..
MAINICH,27,6,..
MALECKI,27,6,..
NAANAI,27,6,..
NEWLAND,27,6,..
PYLYPENKO,27,6,..
RIHI,27,6,..
ROMERO HAUPOLD,27,6,..
RYBAKOVA,27,6,..
SADOWSKI,27,6,..
SHARKEY,27,6,..
SILEBO,27,6,..
TILFANI,27,6,..
TOUIS,27,6,..
TSE,27,6,..
VIGNERON,27,6,..
AHANKOUR,27,5,..
AMARNIS,27,5,..
AZEEZ,27,5,..
BAERT,27,5,..
BENGHACHOUA,27,5,..
COURTOIS,27,5,..
DI DIO,27,5,..
EARNSHAW,27,5,..
EL BOUBKARI,27,5,..
EL BYAD,27,5,..
EL FAKRI,27,5,..
EL GHACHI,27,5,..
EL HADRY,27,5,..
EL HAIRECH,27,5,..
EL OUALITI,27,5,..
EN NAZEH,27,5,..
ENASSIRI,27,5,..
ETTOUHAMI,27,5,..
EVDOKIMOVA,27,5,..
FERNANDEZ CRUZ,27,5,..
FERNANDEZ DE VILLEGAS,27,5,..
GATEJ,27,5,..
GORDEEVA,27,5,..
GRIGORYEVA,27,5,..
HEIDENREICH,27,5,..
HINDLE,27,5,..
HINDS,27,5,..
KALOUKI,27,5,..
KASPRZAK,27,5,..
KAZEMI,27,5,..
KOUCH,27,5,..
KRAVTSOV,27,5,..
LAFKIH,27,5,..
LAHROUZI,27,5,..
LAMALAM,27,5,..
LAOUINI,27,5,..
MAHFOOZ,27,5,..
MCEVOY,27,5,..
MERCURI,27,5,..
MOSCATO,27,5,..
MOTYA,27,5,..
MOVSESYAN,27,5,..
NICOTRA,27,5,..
NIÑE,27,5,..
PEREZ DE ANUCITA,27,5,..
PETTIT,27,5,..
PREM,27,5,..
RAHM,27,5,..
RIDAL,27,5,..
RYU,27,5,..
SASHKOVA,27,5,..
SINI,27,5,..
SOUFIANE,27,5,..
STAMP,27,5,..
SUOMINEN,27,5,..
TEYAR,27,5,..
TOOR,27,5,..
TRAPANI,27,5,..
VERBEKE,27,5,..
VERHOEF,27,5,..
ZENNOU,27,5,..
ABBAZ,27,..,..
ABDELLOULI,27,..,..
ABDESSAMIA,27,..,..
ABOUINAN,27,..,..
ACHRAF,27,..,..
ACHRAOU,27,..,..
AFRAM,27,..,..
AGNO,27,..,..
AHADDACH,27,..,..
AIMIUWU,27,..,..
AIT HAMOU,27,..,..
AIT RAHOU,27,..,..
AJNAN,27,..,..
AKHIAT,27,..,..
AL BURACH,27,..,..
ALAN,27,..,..
ALBEANU,27,..,..
ALLAIOUTI,27,..,..
ALMASI,27,..,..
ALTERIO,27,..,..
AMSELLEM,27,..,..
ANASTASIU,27,..,..
ANDRONACHI,27,..,..
ANDROSHCHUK,27,..,..
ANICULAESEI,27,..,..
ANISIE,27,..,..
ANTONIU,27,..,..
ARCALEANU,27,..,..
ARVERAS,27,..,..
ARZUMANYAN,27,..,..
ASFOURI,27,..,..
ASOLTANEI,27,..,..
ATTAIBI,27,..,..
AZIBI,27,..,..
BABKINA,27,..,..
BAHHADI,27,..,..
BAIOUI,27,..,..
BAKHLOUKI,27,..,..
BALOUK,27,..,..
BALTAC,27,..,..
BARNEA,27,..,..
BATTEN,27,..,..
BEDDOUKA,27,..,..
